locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
ABUW_2226	ABUW_2226	0	2213518	2215302	-1	0	0	1785	0	"heme-binding protein A"
ABUW_2227	ABUW_2227	0	2215846	2215938	1	0	0	93	0	"hypothetical protein"
ABUW_2228	ABUW_2228	0	2216083	2218797	1	0	0	2715	0	"TonB-dependent receptor"
ABUW_2229	ABUW_2229	0	2218907	2219623	1	0	0	717	0	"TonB family protein"
ABUW_2230	ABUW_2230	0	2219664	2220545	1	0	0	882	0	"biopolymer transport protein"
ABUW_2231	ABUW_2231	0	2220561	2220983	1	0	0	423	0	"biopolymer transport protein ExbD/TolR"
ABUW_2232	ABUW_2232	0	2221003	2221416	1	0	0	414	0	"biopolymer transport protein ExbD/TolR"
ABUW_2233	ABUW_2233	0	2221456	2221617	-1	0	0	162	0	"acetyltransferase, gnat family"
ABUW_2234	glcB	0	2221720	2223885	-1	0	0	2166	0	"malate synthase G"
ABUW_2235	ABUW_2235	0	2224254	2225396	-1	0	0	1143	0	"AFG1-family ATPase"
ABUW_2236	ABUW_2236	0	2225480	2226499	-1	0	0	1020	0	"transcriptional regulator, AraC family"
ABUW_2237	ABUW_2237	0	2226660	2228168	1	0	0	1509	0	"monooxygenase, flavin-binding family"
ABUW_2238	ABUW_2238	0	2228218	2229129	1	0	0	912	0	"hypothetical protein"
ABUW_2239	pyrF	0	2229126	2229824	-1	0	0	699	0	"orotidine 5'-phosphate decarboxylase"
ABUW_2240	ABUW_2240	0	2229990	2230355	-1	0	0	366	0	"hypothetical protein"
ABUW_2241	ihfB	0	2230380	2230682	-1	0	0	303	0	"integration host factor, beta subunit"
ABUW_2242	rpsA	0	2230839	2232512	-1	0	0	1674	0	"ribosomal protein S1"
ABUW_2243	cmk	0	2232617	2233303	-1	0	0	687	0	"cytidylate kinase"
ABUW_2244	ABUW_2244	0	2233311	2233754	-1	0	0	444	0	"hypothetical protein"
ABUW_2245	ABUW_2245	0	2233824	2234300	-1	0	0	477	0	"tRNA-specific adenosine deaminase"
ABUW_2246	ABUW_2246	0	2234334	2235455	-1	0	0	1122	0	"putative enoyl-CoA hydratase/isomerase"
ABUW_2247	ung	0	2235455	2236168	-1	0	0	714	0	"uracil-DNA glycosylase"
ABUW_2248	ABUW_2248	0	2236219	2236815	-1	0	0	597	0	"6-pyruvoyl tetrahydrobiopterin synthase"
ABUW_2249	gspK	0	2237045	2238004	-1	0	0	960	0	"general secretion pathway protein K"
ABUW_2250	gspJ	0	2238004	2238705	-1	0	0	702	0	"general secretion pathway protein J"
ABUW_2251	gspI	0	2238705	2239085	-1	0	0	381	0	"general secretion pathway protein I"
ABUW_2252	gspG	0	2239075	2239629	-1	0	0	555	0	"general secretion pathway protein G"
ABUW_2253	ABUW_2253	0	2239639	2240247	-1	0	0	609	0	"transcriptional regulator, TetR family"
ABUW_2254	ABUW_2254	0	2240285	2241058	-1	0	0	774	0	"TatD-related deoxyribonuclease"
ABUW_2255	pilZ	0	2241076	2241417	-1	0	0	342	0	"type 4 fimbrial biogenesis protein"
ABUW_2256	holB	0	2241429	2242409	-1	0	0	981	0	"DNA polymerase III delta prime subunit"
ABUW_2257	kdsB	0	2242421	2243182	-1	0	0	762	0	"3-deoxy-manno-octulosonate cyidylyltransferase"
ABUW_2258	lpxK	0	2243192	2244202	-1	0	0	1011	0	"tetraacyldisaccharide 4'-kinase"
ABUW_2259	msbA	0	2244205	2245932	-1	0	0	1728	0	"lipid A export permease/ATP-binding protein MsbA"
ABUW_2260	ABUW_2260	0	2245929	2246357	-1	0	0	429	0	"biopolymer transport protein ExbD/TolR"
ABUW_2261	ABUW_2261	0	2246373	2247008	-1	0	0	636	0	"MotA/TolQ/ExbB proton channel"
ABUW_2262	spoOJ	0	2247058	2247945	-1	0	0	888	0	"chromosome partitioning protein ParB"
ABUW_2263	soj	0	2247942	2248724	-1	0	0	783	0	"sporulation initiation inhibitor protein soj"
ABUW_2264	gidB	0	2248746	2249378	-1	0	0	633	0	"methyltransferase GidB"
ABUW_2265	ABUW_2265	0	2249466	2250155	-1	0	0	690	0	"nucleotidyl transferase family protein"
ABUW_2266	ABUW_2266	0	2250155	2251168	-1	0	0	1014	0	"aminoglycoside phosphotransferase"
ABUW_2267	ostA	0	2251289	2253727	1	0	0	2439	0	"organic solvent tolerance protein"
ABUW_2268	surA	0	2253727	2255037	1	0	0	1311	0	"PpiC-type peptidyl-prolyl cis-trans isomerase"
ABUW_2269	fba	0	2255156	2256193	-1	0	0	1038	0	"fructose-bisphosphate aldolase, class II, Calvin cycle subtype"
ABUW_2270	ABUW_2270	0	2256315	2256557	-1	0	0	243	0	"hypothetical protein"
ABUW_2271	pgk	0	2256682	2257869	-1	0	0	1188	0	"phosphoglycerate kinase"
ABUW_2272	ABUW_2272	0	2258008	2258391	1	0	0	384	0	"hypothetical protein"
ABUW_2273	maf2	0	2258391	2258984	1	0	0	594	0	"septum formation protein Maf"
ABUW_2274	ABUW_2274	0	2259015	2260178	1	0	0	1164	0	"cupin family protein"
ABUW_2275	ABUW_2275	0	2260516	2261082	1	0	0	567	0	"transcriptional regulator, TetR family"
ABUW_2276	ABUW_2276	0	2261557	2261865	1	0	0	309	0	"transcriptional regulator, ArsR family"
ABUW_2277	sstT	0	2262287	2263489	1	0	0	1203	0	"inner membrane symporter YgjU"
ABUW_2278	ABUW_2278	0	2263495	2264175	1	0	0	681	0	permease
ABUW_2279	ABUW_2279	0	2264179	2264715	1	0	0	537	0	"nucleoprotein/polynucleotide-associated enzyme"
ABUW_2280	ABUW_2280	0	2265091	2266938	1	0	0	1848	0	"putative transport protein"
ABUW_2281	ABUW_2281	0	2266938	2267378	1	0	0	441	0	"MaoC domain protein dehydratase"
ABUW_2282	ABUW_2282	0	2267487	2268512	1	0	0	1026	0	"transcriptional regulator, AraC family"
ABUW_2283	gcvH	0	2268551	2268925	1	0	0	375	0	"glycine cleavage system H protein"
ABUW_2284	npdA	0	2269029	2269727	1	0	0	699	0	"NAD-dependent deacetylase regulatory protein"
ABUW_2285	putP	0	2270136	2271626	1	0	0	1491	0	"sodium/proline symporter"
ABUW_2286	ABUW_2286	0	2271659	2272147	-1	0	0	489	0	"leucine-responsive regulatory protein"
ABUW_2287	putA	0	2272272	2276024	1	0	0	3753	0	"delta-1-pyrroline-5-carboxylate dehydrogenase"
ABUW_2288	ABUW_2288	0	2276130	2276603	1	0	0	474	0	"hypothetical protein"
ABUW_2289	trmA	0	2276707	2277792	1	0	0	1086	0	"tRNA (uracil-5-)-methyltransferase"
ABUW_2290	ABUW_2290	0	2278041	2278271	1	0	0	231	0	"hypothetical protein"
ABUW_2291	ABUW_2291	0	2278307	2279053	-1	0	0	747	0	"hypothetical protein"
ABUW_2292	ABUW_2292	0	2279239	2279829	1	0	0	591	0	"hypothetical protein"
ABUW_2293	ABUW_2293	0	2279875	2280465	-1	0	0	591	0	"hypothetical protein"
ABUW_2294	ABUW_2294	0	2280680	2281087	1	0	0	408	0	"OsmC family protein"
ABUW_2295	tkt	0	2281141	2283129	-1	0	0	1989	0	transketolase
ABUW_2296	metK	0	2283653	2284819	1	0	0	1167	0	"methionine adenosyltransferase"
ABUW_2297	ABUW_2297	0	2284943	2285191	-1	0	0	249	0	"hypothetical protein"
ABUW_2298	ABUW_2298	0	2285450	2285635	1	0	0	186	0	"hypothetical protein"
ABUW_2299	fxsA	0	2285699	2286259	-1	0	0	561	0	"suppressor of F exclusion of phage T7"
ABUW_2300	blaOXA69	0	2286658	2287482	1	0	0	825	0	"carbapenem-hydrolyzing oxacillinase OXA-69"
ABUW_2301	yncA	0	2287554	2288099	-1	0	0	546	0	"phosphinothricin acetyltransferase"
ABUW_2302	ABUW_2302	0	2288096	2288689	-1	0	0	594	0	"transcriptional regulator, XRE family"
ABUW_2303	ABUW_2303	0	2288745	2288861	-1	0	0	117	0	"hypothetical protein"
ABUW_2304	ruvC	0	2288919	2289464	1	0	0	546	0	"crossover junction endodeoxyribonuclease RuvC"
ABUW_2305	ABUW_2305	0	2289469	2290929	-1	0	0	1461	0	"carbohydrate kinase family"
ABUW_2306	ABUW_2306	0	2290958	2292046	1	0	0	1089	0	"iron-sulfur cluster binding protein"
ABUW_2307	bioB	0	2292146	2293135	1	0	0	990	0	"biotin synthase"
ABUW_2308	ABUW_2308	0	2293182	2293394	-1	0	0	213	0	"hypothetical protein"
ABUW_2309	ABUW_2309	0	2293458	2293808	-1	0	0	351	0	"hypothetical protein"
ABUW_2310	ABUW_2310	0	2294255	2294791	1	0	0	537	0	"fimbrial protein"
ABUW_2311	ABUW_2311	0	2294862	2295602	1	0	0	741	0	"pili assembly chaperone"
ABUW_2312	ABUW_2312	0	2295654	2298191	1	0	0	2538	0	"fimbrial biogenesis outer membrane usher protein"
ABUW_2313	ABUW_2313	0	2298188	2299207	1	0	0	1020	0	"fimbrial protein"
ABUW_2314	ABUW_2314	0	2299784	2299963	1	0	0	180	0	"hypothetical protein"
ABUW_2315	ABUW_2315	0	2300003	2300854	-1	0	0	852	0	"transcriptional regulator, LysR family"
ABUW_2316	ABUW_2316	0	2300949	2301878	1	0	0	930	0	"hypothetical protein"
ABUW_2317	ABUW_2317	0	2301991	2302455	1	0	0	465	0	"hypothetical protein"
ABUW_2318	ABUW_2318	0	2302706	2304121	1	0	0	1416	0	"cytosine/purines/uracil/thiamine/allantoin permease family protein"
ABUW_2319	ABUW_2319	0	2304179	2304616	-1	0	0	438	0	"putative membrane protein"
ABUW_2320	ABUW_2320	0	2304706	2305605	1	0	0	900	0	"transcriptional Regulator, LysR family"
ABUW_2321	ABUW_2321	0	2305636	2305734	-1	0	0	99	0	"hypothetical protein"
ABUW_2322	ABUW_2322	0	2306188	2307420	-1	0	0	1233	0	"phage integrase"
ABUW_2323	ABUW_2323	0	2307578	2307654	1	0	0	77	0	
ABUW_2324	ABUW_2324	0	2307851	2308714	-1	0	0	864	0	"heme oxygenase-like protein"
ABUW_2325	ABUW_2325	0	2308990	2309550	1	0	0	561	0	"transcriptional regulator, TetR family"
ABUW_2326	ABUW_2326	0	2309736	2310281	1	0	0	546	0	"1-acyl-sn-glycerol-3-phosphate acyltransferase"
ABUW_2327	ABUW_2327	0	2310443	2311192	1	0	0	750	0	"hypothetical protein"
ABUW_2328	ABUW_2328	0	2311223	2311693	-1	0	0	471	0	"transcriptional regulator, AsnC family"
ABUW_2329	ABUW_2329	0	2312024	2313355	1	0	0	1332	0	"hypothetical protein"
ABUW_2330	gltL	0	2313406	2314149	-1	0	0	744	0	"glutamate/aspartate transport ATP-binding protein GltL"
ABUW_2331	gltK	0	2314163	2314840	-1	0	0	678	0	"glutamate/aspartate transport system permease protein GltK"
ABUW_2332	gltJ	0	2314843	2315685	-1	0	0	843	0	"glutamate/aspartate transport system permease protein GltJ"
ABUW_2333	gltI	0	2315780	2316673	-1	0	0	894	0	"glutamate/aspartate ABC transporter, periplasmic glutamate/aspartate-binding protein"
ABUW_2334	ABUW_2334	0	2317210	2317974	-1	0	0	765	0	"glutathione S-transferase"
ABUW_2335	ABUW_2335	0	2318344	2319555	1	0	0	1212	0	"acyl-CoA dehydrogenase family protein"
ABUW_2336	ABUW_2336	0	2319568	2320791	1	0	0	1224	0	"putative Acyl-CoA dehydrogenase"
ABUW_2337	ABUW_2337	0	2320791	2322203	1	0	0	1413	0	"hypothetical protein"
ABUW_2338	metQ1	0	2322218	2323048	1	0	0	831	0	"D-methionine transport protein"
ABUW_2339	metQ2	0	2323062	2323895	1	0	0	834	0	"D-methionine transport protein"
ABUW_2340	metN1	0	2323907	2324977	1	0	0	1071	0	"D-and L-methionine transport protein"
ABUW_2341	ABUW_2341	0	2324958	2325617	1	0	0	660	0	"D-methionine transport system permease protein MetI"
ABUW_2342	ychF	0	2325711	2326802	1	0	0	1092	0	"GTP-binding protein YchF"
ABUW_2343	ABUW_2343	0	2326847	2327368	-1	0	0	522	0	"hypothetical protein"
ABUW_2344	ABUW_2344	0	2327461	2328168	1	0	0	708	0	"transcriptional regulator, Crp/Fnr family"
ABUW_2345	ABUW_2345	0	2328341	2328676	1	0	0	336	0	"hypothetical protein"
ABUW_2346	ABUW_2346	0	2328749	2329219	-1	0	0	471	0	"hypothetical protein"
ABUW_2347	ABUW_2347	0	2329321	2330061	1	0	0	741	0	"putative amino acid transporter"
ABUW_2348	ABUW_2348	0	2330063	2330404	1	0	0	342	0	"putative amino acid transporter"
ABUW_2349	ABUW_2349	0	2330533	2330922	1	0	0	390	0	"hypothetical protein"
ABUW_2350	purT	0	2331034	2332242	1	0	0	1209	0	"phosphoribosylglycinamide formyltransferase 2"
ABUW_2351	glnD	0	2332270	2334933	1	0	0	2664	0	"[protein-PII] uridylyltransferase"
ABUW_2352	ABUW_2352	0	2334902	2336128	1	0	0	1227	0	aminotransferase
ABUW_2353	ABUW_2353	0	2336186	2336818	-1	0	0	633	0	"lysine exporter protein"
ABUW_2354	ABUW_2354	0	2336883	2337728	-1	0	0	846	0	"transcriptional regulator, AraC family"
ABUW_2355	gpo	0	2337728	2338213	-1	0	0	486	0	"glutathione peroxidase"
ABUW_2356	msrB	0	2338210	2338629	-1	0	0	420	0	"methionine-R-sulfoxide reductase"
ABUW_2357	ABUW_2357	0	2338870	2340300	1	0	0	1431	0	"aspartate aminotransferase"
ABUW_2358	ABUW_2358	0	2340767	2342074	1	0	0	1308	0	"proton/sodium-glutamate symport protein"
ABUW_2359	aspQ	0	2342758	2343825	1	0	0	1068	0	"L-asparaginase 2"
ABUW_2360	dnaE	0	2344041	2347604	1	0	0	3564	0	"DNA polymerase III subunit alpha"
ABUW_2361	ABUW_2361	0	2347619	2348458	1	0	0	840	0	"RNA methyltransferase, TrmH family, group 1"
ABUW_2362	cysE	0	2348451	2349266	1	0	0	816	0	"serine acetyltransferase"
ABUW_2363	ABUW_2363	0	2349370	2350311	1	0	0	942	0	"hypothetical protein"
ABUW_2364	ABUW_2364	0	2350428	2352434	1	0	0	2007	0	"hypothetical protein"
ABUW_2365	ahpF1	0	2352488	2354053	-1	0	0	1566	0	"alkyl hydroperoxide reductase, F subunit"
ABUW_2366	chrA2	0	2354230	2354751	-1	0	0	522	0	"chromate transporter"
ABUW_2367	xxx	0	2354751	2355311	-1	0	0	561	0	"chromate transporter"
ABUW_2368	ABUW_2368	0	2355413	2356315	1	0	0	903	0	"transcriptional regulator, LysR family"
ABUW_2369	arsB1	0	2356407	2357441	-1	0	0	1035	0	"arsenical-resistance protein"
ABUW_2370	arsR1	0	2357546	2357875	-1	0	0	330	0	"transcriptional regulator, ArsR family"
ABUW_2371	arsC1	0	2357960	2358388	1	0	0	429	0	"arsenate reductase"
ABUW_2372	ABUW_2372	0	2358457	2358618	-1	0	0	162	0	"hypothetical protein"
ABUW_2373	ABUW_2373	0	2358676	2360550	-1	0	0	1875	0	amidohydrolase
ABUW_2374	ABUW_2374	0	2360880	2361566	-1	0	0	687	0	"isochorismatase hydrolase"
ABUW_2375	ABUW_2375	0	2361762	2362652	1	0	0	891	0	"transcriptional regulator, LysR family"
ABUW_2376	ABUW_2376	0	2362692	2363429	-1	0	0	738	0	"transcriptional regulator, GntR family"
ABUW_2377	ABUW_2377	0	2363839	2365308	1	0	0	1470	0	permease
ABUW_2378	hyu	0	2365305	2366039	1	0	0	735	0	"Asp/Glu racemase"
ABUW_2379	tauD	0	2366107	2366988	-1	0	0	882	0	"taurine dioxygenase"
ABUW_2380	tauC	0	2366997	2367866	-1	0	0	870	0	"taurine transport system permease protein"
ABUW_2381	tauB	0	2367863	2368657	-1	1	0.00139664804469274	795	1	"taurine import ATP-binding protein"
ABUW_2382	tauA	0	2368667	2369707	-1	0	0	1041	0	"taurine ABC transporter, periplasmic binding protein"
ABUW_2383	ABUW_2383	0	2370150	2371334	1	0	0	1185	0	"hypothetical protein"
ABUW_2384	ABUW_2384	0	2371396	2372862	-1	0	0	1467	0	"sugar transport protein"
ABUW_2385	ABUW_2385	0	2373057	2374448	-1	0	0	1392	0	"monooxygenase, NtaA/SnaA/SoxA family"
ABUW_2386	ABUW_2386	0	2374626	2375921	-1	0	0	1296	0	"acyl-CoA dehydrogenase family protein"
ABUW_2387	ABUW_2387	0	2376040	2376858	-1	0	0	819	0	"hypothetical protein"
ABUW_2388	ABUW_2388	0	2377371	2377493	1	0	0	123	0	"hypothetical protein"
ABUW_2389	cioA	0	2377512	2378957	1	0	0	1446	0	"cytochrome bd ubiquinol oxidase, subunit I"
ABUW_2390	cioB	0	2378950	2379954	1	0	0	1005	0	"cytochrome D ubiquinol oxidase, subunit II"
ABUW_2391	ABUW_2391	0	2379969	2380103	1	0	0	135	0	"hypothetical protein"
ABUW_2392	ABUW_2392	0	2380202	2381620	1	0	0	1419	0	aminotransferase
ABUW_2393	mdcR	0	2381718	2382635	1	0	0	918	0	"malonate utilization transcriptional regulator, LysR family"
ABUW_2394	madM	0	2382690	2383454	-1	0	0	765	0	"malonate transporter, MadM subunit"
ABUW_2395	madL	0	2383496	2383897	-1	0	0	402	0	"malonate transporter, MadL subunit"
ABUW_2396	ABUW_2396	0	2383951	2384883	-1	0	0	933	0	"malonate decarboxylase, epsilon subunit"
ABUW_2397	mdcG	0	2384896	2385498	-1	0	0	603	0	"holo-ACP synthase, malonate decarboxylase-specific"
ABUW_2398	mdcE	0	2385495	2386322	-1	0	0	828	0	"malonate decarboxylase, gamma subunit"
ABUW_2399	mdcD	0	2386319	2387170	-1	0	0	852	0	"malonate decarboxylase, beta subunit"
ABUW_2400	mdcC	0	2387163	2387462	-1	0	0	300	0	"malonate decarboxylase acyl carrier protein"
ABUW_2401	mdcB	0	2387465	2388349	-1	0	0	885	0	"triphosphoribosyl-dephospho-CoA synthase MdcB"
ABUW_2402	mdcA	0	2388349	2390028	-1	0	0	1680	0	"malonate decarboxylase, alpha subunit"
ABUW_2403	ABUW_2403	0	2390433	2391620	1	0	0	1188	0	"MFS permease"
ABUW_2404	ABUW_2404	0	2391629	2392222	-1	0	0	594	0	acetyltransferase
ABUW_2405	ABUW_2405	0	2392265	2392900	-1	0	0	636	0	"negative transcriptional regulator"
ABUW_2406	ABUW_2406	0	2393025	2394506	1	0	0	1482	0	"transcriptional regulator, GntR family"
ABUW_2407	ABUW_2407	0	2394514	2395203	-1	0	0	690	0	"LrgB family protein"
ABUW_2408	ABUW_2408	0	2395217	2395648	-1	0	0	432	0	"LrgA family protein"
ABUW_2409	ABUW_2409	0	2395759	2396664	1	0	0	906	0	"transcriptional regulator, LysR family"
ABUW_2410	ABUW_2410	0	2396784	2397410	1	0	0	627	0	"glutathione S-transferase family protein"
ABUW_2411	ABUW_2411	0	2397444	2398304	1	0	0	861	0	"glutathione S-transferase family protein"
ABUW_2412	ABUW_2412	0	2398342	2399262	-1	0	0	921	0	"transcriptional regulator, LysR family"
ABUW_2413	ABUW_2413	0	2399388	2400125	1	0	0	738	0	"3-oxoacyl-[acyl-carrier-protein] reductase"
ABUW_2414	ABUW_2414	0	2400358	2400867	1	0	0	510	0	"rhodanese domain protein"
ABUW_2415	srpH	0	2400904	2401827	1	0	0	924	0	"serine acetyltransferase"
ABUW_2416	ABUW_2416	0	2402068	2403000	1	0	0	933	0	"hypothetical protein"
ABUW_2417	ABUW_2417	0	2402975	2404936	1	0	0	1962	0	"cysteine desulfurase"
ABUW_2418	ABUW_2418	0	2405579	2406217	-1	0	0	639	0	"lysine exporter protein"
ABUW_2419	ABUW_2419	0	2406309	2407244	1	0	0	936	0	"transcriptional regulator, LysR family"
ABUW_2420	ABUW_2420	0	2407492	2408358	-1	0	0	867	0	"ABC transporter, periplasmic binding protein"
ABUW_2421	ABUW_2421	0	2408441	2409301	-1	0	0	861	0	"ABC transporter, periplasmic binding protein"
ABUW_2422	ABUW_2422	0	2409332	2410063	-1	0	0	732	0	"glutamate/aspartate ABC transporter, ATP-binding protein"
ABUW_2423	ABUW_2423	0	2410066	2410731	-1	0	0	666	0	"ArtM protein"
ABUW_2424	ABUW_2424	0	2410721	2411380	-1	0	0	660	0	"ABC-type amino acid transport system"
ABUW_2425	ABUW_2425	0	2411666	2411950	-1	0	0	285	0	"acetyltransferase, gnat family"
ABUW_2426	ABUW_2426	0	2412094	2413053	-1	0	0	960	0	"two component transcriptional regulator, LuxR family"
ABUW_2427	ABUW_2427	0	2413050	2416514	-1	0	0	3465	0	"putative two-component sensor kinase"
ABUW_2428	ABUW_2428	0	2416710	2418326	1	0	0	1617	0	"sensor histidine kinase/response regulator"
ABUW_2429	ABUW_2429	0	2418383	2418838	-1	0	0	456	0	"proline dehydrogenase transcriptional activator"
ABUW_2430	ABUW_2430	0	2418995	2419606	1	0	0	612	0	"transporter, LysE family"
ABUW_2431	umuD	0	2419678	2420289	-1	0	0	612	0	"DNA polymerase V component"
ABUW_2432	ABUW_2432	0	2420572	2420808	1	0	0	237	0	"hypothetical protein"
ABUW_2433	ABUW_2433	0	2420869	2422104	-1	0	0	1236	0	"KGG domain-containing protein"
ABUW_2434	ABUW_2434	0	2422589	2423002	1	0	0	414	0	"hypothetical protein"
ABUW_2435	ABUW_2435	0	2423144	2424022	1	0	0	879	0	oxidoreductase
ABUW_2436	katE	0	2424078	2426216	-1	0	0	2139	0	catalase
ABUW_2437	ABUW_2437	0	2426277	2427686	-1	0	0	1410	0	"heme oxygenase-like protein"
ABUW_2438	cinA1	0	2428002	2428481	1	0	0	480	0	"competence/damage-inducible protein CinA"
ABUW_2439	ABUW_2439	0	2428766	2428987	1	0	0	222	0	"hypothetical protein"
ABUW_2440	ABUW_2440	0	2429094	2429411	1	0	0	318	0	"surface antigen"
ABUW_2441	ABUW_2441	0	2429496	2429717	-1	0	0	222	0	"hypothetical protein"
ABUW_2442	ABUW_2442	0	2429805	2430233	-1	0	0	429	0	"hypothetical protein"
ABUW_2443	ABUW_2443	0	2430503	2430646	-1	0	0	144	0	"hypothetical protein"
ABUW_2444	ABUW_2444	0	2431341	2431487	1	0	0	147	0	"hypothetical protein"
ABUW_2445	ABUW_2445	0	2431615	2431905	1	0	0	291	0	"hypothetical protein"
ABUW_2446	ABUW_2446	0	2431907	2432812	-1	0	0	906	0	"transcriptional regulator, LysR family"
ABUW_2447	ABUW_2447	0	2432924	2434162	1	0	0	1239	0	"lipolytic enzyme"
ABUW_2448	ABUW_2448	0	2434209	2435492	-1	0	0	1284	0	"hypothetical protein"
ABUW_2449	ABUW_2449	0	2435735	2436406	-1	0	0	672	0	"putative SAM-dependent methyltransferase"
ABUW_2450	ABUW_2450	0	2436477	2438171	-1	0	0	1695	0	"long-chain fatty-acid-CoA ligase"
ABUW_2451	ABUW_2451	0	2438282	2438899	-1	0	0	618	0	"transcriptional regulator AcrR family"
ABUW_2452	ABUW_2452	0	2439044	2440216	1	0	0	1173	0	"isovaleryl-CoA dehydrogenase"
ABUW_2453	ABUW_2453	0	2440241	2441842	1	0	0	1602	0	"methylcrotonoyl-CoA carboxylase beta chain"
ABUW_2454	mgh	0	2441852	2442655	1	0	0	804	0	"3-methylglutaconyl-CoA hydratase"
ABUW_2455	ABUW_2455	0	2442667	2444658	1	0	0	1992	0	"methylcrotonoyl-CoA carboxylase subunit alpha"
ABUW_2456	ABUW_2456	0	2444655	2445557	1	0	0	903	0	"hydroxymethylglutaryl-CoA lyase"
ABUW_2457	ABUW_2457	0	2445809	2446750	-1	0	0	942	0	"transcriptional regulator, LysR family"
ABUW_2458	ABUW_2458	0	2446955	2450437	1	0	0	3483	0	oxidoreductase
ABUW_2459	ABUW_2459	0	2450498	2451301	-1	0	0	804	0	"hypothetical protein"
ABUW_2460	acdB2	0	2451498	2453300	-1	0	0	1803	0	"acyl-CoA dehydrogenase"
ABUW_2461	ABUW_2461	0	2453621	2454055	1	0	0	435	0	"thioesterase superfamily protein"
ABUW_2462	ABUW_2462	0	2454076	2455293	-1	0	0	1218	0	"major facilitator superfamily MFS_1"
ABUW_2463	ABUW_2463	0	2455312	2456628	-1	0	0	1317	0	"hypothetical protein"
ABUW_2464	dcaJ	0	2456665	2457318	-1	0	0	654	0	"3-oxoadipate CoA-transferase subunit B"
ABUW_2465	dcaI	0	2457318	2457986	-1	0	0	669	0	"3-oxoadipate CoA-transferase subunit A"
ABUW_2466	dcaK	0	2458034	2459347	-1	0	0	1314	0	"MFS short chain dicaboxylate:H+ symporter"
ABUW_2467	dcaA2	0	2459376	2460530	-1	0	0	1155	0	"acyl-CoA dehydrogenase"
ABUW_2468	dcaE	0	2460842	2461630	1	0	0	789	0	"enoyl-CoA hydratase"
ABUW_2469	dcaC	0	2461660	2462421	1	0	0	762	0	"3-oxoadipate CoA-transferase, subunit B"
ABUW_2470	dcaH	0	2462483	2464006	1	0	0	1524	0	"3-oxoadipate CoA-transferase subunit A"
ABUW_2471	dcaF	0	2464021	2465226	1	0	0	1206	0	"beta-ketoadipyl CoA thiolase"
ABUW_2472	dcaR	0	2465336	2466178	1	0	0	843	0	"transcriptional regulator, IclR family"
ABUW_2473	ABUW_2473	0	2466246	2467415	1	0	0	1170	0	"major facilitator superfamily MFS_1"
ABUW_2474	ABUW_2474	0	2467451	2468422	-1	0	0	972	0	"2-nitropropane dioxygenase"
ABUW_2475	ABUW_2475	0	2468645	2469454	1	0	0	810	0	"enoyl-CoA hydratase/isomerase"
ABUW_2476	dcaS	0	2469521	2470372	-1	0	0	852	0	"transcriptional regulator, IclR family"
ABUW_2477	caiB1	0	2470553	2471770	-1	0	0	1218	0	"L-carnitine dehydrogenase"
ABUW_2478	dcaA1	0	2472102	2473253	1	0	0	1152	0	"acyl-CoA dehydrogenase"
ABUW_2479	mucK1	0	2473315	2474565	1	0	0	1251	0	"cis-muconate transport protein"
ABUW_2480	phnX	0	2474790	2475605	-1	0	0	816	0	"phosphonoacetaldehyde hydrolase"
ABUW_2481	phnW	0	2475633	2476820	-1	0	0	1188	0	"2-aminoethylphosphonate--pyruvate transaminase"
ABUW_2482	ABUW_2482	0	2476847	2478001	-1	0	0	1155	0	"FAD dependent oxidoreductase"
ABUW_2483	ABUW_2483	0	2478103	2479812	-1	0	0	1710	0	"ABC transporter, permease"
ABUW_2484	ABUW_2484	0	2479806	2481008	-1	0	0	1203	0	"ABC transporter, ATP-binding protein"
ABUW_2485	ABUW_2485	0	2481031	2482068	-1	0	0	1038	0	"2-aminoethylphosphonate ABC transport system, 1-aminoethylphosphonate-binding protein component"
ABUW_2486	ABUW_2486	0	2482159	2482881	-1	0	0	723	0	"transcriptional regulator, GntR family"
ABUW_2487	pobA	0	2483057	2484271	-1	0	0	1215	0	"4-hydroxybenzoate 3-monooxygenase"
ABUW_2488	pobR	0	2484413	2485228	1	0	0	816	0	"P-hydroxybenzoate hydroxylase transcriptional activator"
ABUW_2489	ABUW_2489	0	2485285	2485881	-1	0	0	597	0	"acyl carrier protein phosphodiesterase"
ABUW_2490	ABUW_2490	0	2485980	2486891	1	0	0	912	0	"transcriptional regulator, LysR family"
ABUW_2491	ABUW_2491	0	2486949	2487332	-1	0	0	384	0	"4-carboxymuconolactone decarboxylase"
ABUW_2492	gabD2	0	2487329	2488786	-1	0	0	1458	0	"succinate-semialdehyde dehydrogenase (NADP+)"
ABUW_2493	ABUW_2493	0	2488925	2490094	-1	0	0	1170	0	"hypothetical protein"
ABUW_2494	ABUW_2494	0	2490120	2491526	-1	0	0	1407	0	permease
ABUW_2495	ABUW_2495	0	2491565	2491708	-1	0	0	144	0	"hypothetical protein"
ABUW_2496	ABUW_2496	0	2491831	2493300	-1	0	0	1470	0	"aldehyde dehydrogenase"
ABUW_2497	ABUW_2497	0	2493312	2494349	-1	0	0	1038	0	monooxygenase
ABUW_2498	ABUW_2498	0	2494352	2495284	-1	0	0	933	0	"flavoprotein oxidoreductase"
ABUW_2499	ABUW_2499	0	2495315	2496106	-1	0	0	792	0	hydrolase
